,HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.id,Input.movie,Input.home_url,Input.movie_url,Answer.imdb,Answer.title,Approve,Reject
123,32LAQ1JNT93I89RN2XNUF0WMGREUTI,399N3OLPKFJCTR9BWVBMLXMRH83UHZ,Find IMDb url of movie script,Find the IMDb url of the given movie script,"movies, IMDb, IMSDb",$0.02,Sat Nov 30 15:55:09 PST 2019,2,BatchId:3853802;OriginalHitTemplateId:928390855;,3600,259200,Sat Dec 07 15:55:09 PST 2019,,,3VNXK88KKDW2NT53ZJXK86TE40N9VO,AEKJO42PHS7RI,Submitted,Sat Nov 30 16:28:58 PST 2019,Sat Nov 30 16:29:54 PST 2019,Tue Dec 03 16:29:54 PST 2019,,,,56,100% (12/12),100% (12/12),100% (12/12),2086,white_squall,http://www.imsdb.com/Movie%20Scripts/White%20Squall%20Script.html,http://www.imsdb.com/scripts/White-Squall.html,https://www.imdb.com/title/tt0118158/?ref_=nv_sr_srsg_0,White Squall,x,
124,32PT7WK7DMTRSQI71NRENNO00S73D1,399N3OLPKFJCTR9BWVBMLXMRH83UHZ,Find IMDb url of movie script,Find the IMDb url of the given movie script,"movies, IMDb, IMSDb",$0.02,Sat Nov 30 15:54:56 PST 2019,2,BatchId:3853802;OriginalHitTemplateId:928390855;,3600,259200,Sat Dec 07 15:54:56 PST 2019,,,34MAJL3QP51HEEX8YEVN83QFROI34R,A27B3C18KT7RA,Submitted,Sat Nov 30 16:44:06 PST 2019,Sat Nov 30 17:08:59 PST 2019,Tue Dec 03 17:08:59 PST 2019,,,,1493,0% (0/0),0% (0/0),0% (0/0),747,get_on_up,http://www.imsdb.com/Movie%20Scripts/Get%20on%20Up%20Script.html,http://www.imsdb.com/scripts/Get-on-Up.html,https://www.google.com/search?q=Get+on+Up+Script&oq=Get+on+Up+Script&aqs=chrome..69i57j69i60.878j0j7&sourceid=chrome&ie=UTF-8,Get on Up Script,,We are sorry to inform you that your annotation was rejected because the IMDb url submitted did not link to an IMDb page.
125,32PT7WK7DMTRSQI71NRENNO00S73D1,399N3OLPKFJCTR9BWVBMLXMRH83UHZ,Find IMDb url of movie script,Find the IMDb url of the given movie script,"movies, IMDb, IMSDb",$0.02,Sat Nov 30 15:54:56 PST 2019,2,BatchId:3853802;OriginalHitTemplateId:928390855;,3600,259200,Sat Dec 07 15:54:56 PST 2019,,,378XPAWRUDRB66V8SIC1PCE42GAAI8,A30N5H4N4C22N8,Submitted,Sat Nov 30 16:42:26 PST 2019,Sat Nov 30 16:43:24 PST 2019,Tue Dec 03 16:43:24 PST 2019,,,,58,100% (1/1),0% (0/0),0% (0/0),747,get_on_up,http://www.imsdb.com/Movie%20Scripts/Get%20on%20Up%20Script.html,http://www.imsdb.com/scripts/Get-on-Up.html,https://www.imdb.com/title/tt2473602/?ref_=nv_sr_srsg_0,Get on Up,x,
126,32TMVRKDGNC0TR5KKTLHB02531648H,399N3OLPKFJCTR9BWVBMLXMRH83UHZ,Find IMDb url of movie script,Find the IMDb url of the given movie script,"movies, IMDb, IMSDb",$0.02,Sat Nov 30 15:55:10 PST 2019,2,BatchId:3853802;OriginalHitTemplateId:928390855;,3600,259200,Sat Dec 07 15:55:10 PST 2019,,,31QTRG6Q2UR4JAGFLJG11VXNRL9PYA,A2M8K3PNJW2F2M,Submitted,Sat Nov 30 16:50:56 PST 2019,Sat Nov 30 16:51:35 PST 2019,Tue Dec 03 16:51:35 PST 2019,,,,39,0% (0/0),0% (0/0),0% (0/0),420,chronicle,http://www.imsdb.com/Movie%20Scripts/Chronicle%20Script.html,http://www.imsdb.com/scripts/Chronicle.html,https://www.imdb.com/title/tt1706593/?ref_=nv_sr_srsg_0,Chronicle,x,
127,32TMVRKDGNC0TR5KKTLHB02531648H,399N3OLPKFJCTR9BWVBMLXMRH83UHZ,Find IMDb url of movie script,Find the IMDb url of the given movie script,"movies, IMDb, IMSDb",$0.02,Sat Nov 30 15:55:10 PST 2019,2,BatchId:3853802;OriginalHitTemplateId:928390855;,3600,259200,Sat Dec 07 15:55:10 PST 2019,,,3UXUOQ9OKFBEHMEC9R84YNOVO007AB,A1FN2VLILR54EM,Submitted,Sat Nov 30 16:47:39 PST 2019,Sat Nov 30 16:48:23 PST 2019,Tue Dec 03 16:48:23 PST 2019,,,,44,0% (0/0),0% (0/0),0% (0/0),420,chronicle,http://www.imsdb.com/Movie%20Scripts/Chronicle%20Script.html,http://www.imsdb.com/scripts/Chronicle.html,https://www.imdb.com/title/tt1706593/?ref_=nv_sr_srsg_0,Chronicle,x,
128,32TZXEA1OLYIIRLZL8C2WQFXPV014U,399N3OLPKFJCTR9BWVBMLXMRH83UHZ,Find IMDb url of movie script,Find the IMDb url of the given movie script,"movies, IMDb, IMSDb",$0.02,Sat Nov 30 15:55:00 PST 2019,2,BatchId:3853802;OriginalHitTemplateId:928390855;,3600,259200,Sat Dec 07 15:55:00 PST 2019,,,39L1G8WVWR50MF0PBWCLA5JCF4613A,A1TWKQGO3U96VY,Submitted,Sat Nov 30 16:24:13 PST 2019,Sat Nov 30 16:25:38 PST 2019,Tue Dec 03 16:25:38 PST 2019,,,,85,0% (0/0),0% (0/0),0% (0/0),291,blackkklansman,http://www.imsdb.com/Movie%20Scripts/BlacKkKlansman%20Script.html,http://www.imsdb.com/scripts/BlacKkKlansman.html,https://www.imdb.com/title/tt7349662/?ref_=fn_al_tt_1,BlacKkKlansman,x,
129,32TZXEA1OLYIIRLZL8C2WQFXPV014U,399N3OLPKFJCTR9BWVBMLXMRH83UHZ,Find IMDb url of movie script,Find the IMDb url of the given movie script,"movies, IMDb, IMSDb",$0.02,Sat Nov 30 15:55:00 PST 2019,2,BatchId:3853802;OriginalHitTemplateId:928390855;,3600,259200,Sat Dec 07 15:55:00 PST 2019,,,3HYA4D452SX2RCYEEVD1GXIEA0OF2D,AL90GN96DMQB8,Submitted,Sat Nov 30 16:12:29 PST 2019,Sat Nov 30 16:13:21 PST 2019,Tue Dec 03 16:13:21 PST 2019,,,,52,0% (0/0),0% (0/0),0% (0/0),291,blackkklansman,http://www.imsdb.com/Movie%20Scripts/BlacKkKlansman%20Script.html,http://www.imsdb.com/scripts/BlacKkKlansman.html,https://www.imdb.com/title/tt7349662/?ref_=nv_sr_srsg_0,BlacKkKlansman,x,
130,32TZXEA1OLYIIRLZL8C2WQFXPV041X,399N3OLPKFJCTR9BWVBMLXMRH83UHZ,Find IMDb url of movie script,Find the IMDb url of the given movie script,"movies, IMDb, IMSDb",$0.02,Sat Nov 30 15:55:06 PST 2019,2,BatchId:3853802;OriginalHitTemplateId:928390855;,3600,259200,Sat Dec 07 15:55:06 PST 2019,,,3A0EX8ZRN922FGF52EY06BSYAHTBYA,A2ECRNQ3X5LEXD,Submitted,Sat Nov 30 16:39:02 PST 2019,Sat Nov 30 16:39:20 PST 2019,Tue Dec 03 16:39:20 PST 2019,,,,18,0% (0/0),0% (0/0),0% (0/0),1393,perks_of_being_a_wallflower_the,"http://www.imsdb.com/Movie%20Scripts/Perks%20of%20Being%20a%20Wallflower,%20The%20Script.html","http://www.imsdb.com/scripts/Perks-of-Being-a-Wallflower,-The.html",https://www.imdb.com/title/tt1659337/,The Perks of Being a Wallflower,x,
131,32TZXEA1OLYIIRLZL8C2WQFXPV041X,399N3OLPKFJCTR9BWVBMLXMRH83UHZ,Find IMDb url of movie script,Find the IMDb url of the given movie script,"movies, IMDb, IMSDb",$0.02,Sat Nov 30 15:55:06 PST 2019,2,BatchId:3853802;OriginalHitTemplateId:928390855;,3600,259200,Sat Dec 07 15:55:06 PST 2019,,,3NL0RFNU0G1NAC5FJKNMPP7H2A4K4J,A16QOW7P7PZPMZ,Submitted,Sat Nov 30 16:50:05 PST 2019,Sat Nov 30 16:50:19 PST 2019,Tue Dec 03 16:50:19 PST 2019,,,,14,0% (0/0),0% (0/0),0% (0/0),1393,perks_of_being_a_wallflower_the,"http://www.imsdb.com/Movie%20Scripts/Perks%20of%20Being%20a%20Wallflower,%20The%20Script.html","http://www.imsdb.com/scripts/Perks-of-Being-a-Wallflower,-The.html",https://www.imdb.com/title/tt1659337/,Perks of Being a Wallflower,x,
132,32W3UF2EZOZ25UVX151MDMYOTSR4CN,399N3OLPKFJCTR9BWVBMLXMRH83UHZ,Find IMDb url of movie script,Find the IMDb url of the given movie script,"movies, IMDb, IMSDb",$0.02,Sat Nov 30 15:55:10 PST 2019,2,BatchId:3853802;OriginalHitTemplateId:928390855;,3600,259200,Sat Dec 07 15:55:10 PST 2019,,,3EFE17QCRDJFA76I30G7A07VO92HSI,A13NXH9Y7UWUPS,Submitted,Sat Nov 30 16:41:27 PST 2019,Sat Nov 30 16:42:10 PST 2019,Tue Dec 03 16:42:10 PST 2019,,,,43,0% (0/0),0% (0/0),0% (0/0),1430,prestige_the,"http://www.imsdb.com/Movie%20Scripts/Prestige,%20The%20Script.html","http://www.imsdb.com/scripts/Prestige,-The.html",https://www.imdb.com/title/tt0482571/,THE PRESTIGE,x,
133,32W3UF2EZOZ25UVX151MDMYOTSR4CN,399N3OLPKFJCTR9BWVBMLXMRH83UHZ,Find IMDb url of movie script,Find the IMDb url of the given movie script,"movies, IMDb, IMSDb",$0.02,Sat Nov 30 15:55:10 PST 2019,2,BatchId:3853802;OriginalHitTemplateId:928390855;,3600,259200,Sat Dec 07 15:55:10 PST 2019,,,3LO69W1SU4RE6YGHZL1ODEHZHFHGL4,A39HRVAJ5ISRL7,Submitted,Sat Nov 30 16:38:46 PST 2019,Sat Nov 30 16:40:50 PST 2019,Tue Dec 03 16:40:50 PST 2019,,,,124,0% (0/0),0% (0/0),0% (0/0),1430,prestige_the,"http://www.imsdb.com/Movie%20Scripts/Prestige,%20The%20Script.html","http://www.imsdb.com/scripts/Prestige,-The.html",https://www.imdb.com/title/tt0482571/?ref_=fn_al_tt_1,The Prestige,x,
134,32XN26MTXZXE9A72VH7J42YY6PP0LJ,399N3OLPKFJCTR9BWVBMLXMRH83UHZ,Find IMDb url of movie script,Find the IMDb url of the given movie script,"movies, IMDb, IMSDb",$0.02,Sat Nov 30 15:54:54 PST 2019,2,BatchId:3853802;OriginalHitTemplateId:928390855;,3600,259200,Sat Dec 07 15:54:54 PST 2019,,,3KWTYT0871HGQ1RXIPIX9HQAR61L5P,AYFD78FXIRIZS,Submitted,Sat Nov 30 16:16:47 PST 2019,Sat Nov 30 16:17:17 PST 2019,Tue Dec 03 16:17:17 PST 2019,,,,30,0% (0/0),0% (0/0),0% (0/0),721,frozen_disney,http://www.imsdb.com/Movie%20Scripts/Frozen%20(Disney)%20Script.html,http://www.imsdb.com/scripts/Frozen-(Disney).html,Frozen,https://www.imdb.com/title/tt2294629/?ref_=fn_al_tt_1,,We are sorry to inform you that your annotation was rejected because the IMDb url submitted did not link to an IMDb page.
135,32XN26MTXZXE9A72VH7J42YY6PP0LJ,399N3OLPKFJCTR9BWVBMLXMRH83UHZ,Find IMDb url of movie script,Find the IMDb url of the given movie script,"movies, IMDb, IMSDb",$0.02,Sat Nov 30 15:54:54 PST 2019,2,BatchId:3853802;OriginalHitTemplateId:928390855;,3600,259200,Sat Dec 07 15:54:54 PST 2019,,,3OS46CRSLGDF5A351CU8OW2CEZFV6Z,A16QOW7P7PZPMZ,Submitted,Sat Nov 30 16:35:21 PST 2019,Sat Nov 30 16:35:35 PST 2019,Tue Dec 03 16:35:35 PST 2019,,,,14,0% (0/0),0% (0/0),0% (0/0),721,frozen_disney,http://www.imsdb.com/Movie%20Scripts/Frozen%20(Disney)%20Script.html,http://www.imsdb.com/scripts/Frozen-(Disney).html,https://www.imdb.com/title/tt2294629/,Frozen (Disney),x,
136,32ZCLEW0BZYB21NM9HAW3OMEA8VJP6,399N3OLPKFJCTR9BWVBMLXMRH83UHZ,Find IMDb url of movie script,Find the IMDb url of the given movie script,"movies, IMDb, IMSDb",$0.02,Sat Nov 30 15:54:56 PST 2019,2,BatchId:3853802;OriginalHitTemplateId:928390855;,3600,259200,Sat Dec 07 15:54:56 PST 2019,,,3G5F9DBFOQBV2ZNMXVLCLNR2NDUVHZ,A16QOW7P7PZPMZ,Submitted,Sat Nov 30 16:17:43 PST 2019,Sat Nov 30 16:17:59 PST 2019,Tue Dec 03 16:17:59 PST 2019,,,,16,0% (0/0),0% (0/0),0% (0/0),1184,martha_marcy_may_marlene,http://www.imsdb.com/Movie%20Scripts/Martha%20Marcy%20May%20Marlene%20Script.html,http://www.imsdb.com/scripts/Martha-Marcy-May-Marlene.html,https://www.imdb.com/title/tt1441326/,Martha Marcy May Marlene,x,
137,32ZCLEW0BZYB21NM9HAW3OMEA8VJP6,399N3OLPKFJCTR9BWVBMLXMRH83UHZ,Find IMDb url of movie script,Find the IMDb url of the given movie script,"movies, IMDb, IMSDb",$0.02,Sat Nov 30 15:54:56 PST 2019,2,BatchId:3853802;OriginalHitTemplateId:928390855;,3600,259200,Sat Dec 07 15:54:56 PST 2019,,,3XC1O3LBOT0IB32NJL0VCXWO79MTLN,A681XM15AN28F,Submitted,Sat Nov 30 16:08:51 PST 2019,Sat Nov 30 16:09:04 PST 2019,Tue Dec 03 16:09:04 PST 2019,,,,13,100% (53/53),0% (0/0),0% (0/0),1184,martha_marcy_may_marlene,http://www.imsdb.com/Movie%20Scripts/Martha%20Marcy%20May%20Marlene%20Script.html,http://www.imsdb.com/scripts/Martha-Marcy-May-Marlene.html,https://www.imdb.com/title/tt1441326/?ref_=fn_al_tt_1,Martha Marcy May Marlene Script,x,
138,334ZEL5JX6TMG4UBHB6V6P8BWMCOSA,399N3OLPKFJCTR9BWVBMLXMRH83UHZ,Find IMDb url of movie script,Find the IMDb url of the given movie script,"movies, IMDb, IMSDb",$0.02,Sat Nov 30 15:55:00 PST 2019,2,BatchId:3853802;OriginalHitTemplateId:928390855;,3600,259200,Sat Dec 07 15:55:00 PST 2019,,,36W0OB37HXSCBJSWYSAF6T4YBO3HZO,A2C7EYRPWL8B3L,Submitted,Sat Nov 30 16:49:31 PST 2019,Sat Nov 30 16:50:28 PST 2019,Tue Dec 03 16:50:28 PST 2019,,,,57,0% (0/0),0% (0/0),0% (0/0),802,green_mile_the,"http://www.imsdb.com/Movie%20Scripts/Green%20Mile,%20The%20Script.html","http://www.imsdb.com/scripts/Green-Mile,-The.html",https://www.imdb.com/title/tt0120689/,The Green Mile,x,
139,334ZEL5JX6TMG4UBHB6V6P8BWMCOSA,399N3OLPKFJCTR9BWVBMLXMRH83UHZ,Find IMDb url of movie script,Find the IMDb url of the given movie script,"movies, IMDb, IMSDb",$0.02,Sat Nov 30 15:55:00 PST 2019,2,BatchId:3853802;OriginalHitTemplateId:928390855;,3600,259200,Sat Dec 07 15:55:00 PST 2019,,,3HVVDCPGTF62B29M20PL65YKGORTYG,A17LA7KM9S0SCS,Submitted,Sat Nov 30 17:13:44 PST 2019,Sat Nov 30 17:28:16 PST 2019,Tue Dec 03 17:28:16 PST 2019,,,,872,0% (0/0),0% (0/0),0% (0/0),802,green_mile_the,"http://www.imsdb.com/Movie%20Scripts/Green%20Mile,%20The%20Script.html","http://www.imsdb.com/scripts/Green-Mile,-The.html","https://www.imsdb.com/Movie%20Scripts/Green%20Mile,%20The%20Script.html","Green Mile, The Script",,We are sorry to inform you that your annotation was rejected because the IMDb url submitted did not link to an IMDb page.
140,334ZEL5JX6TMG4UBHB6V6P8BWMCSOE,399N3OLPKFJCTR9BWVBMLXMRH83UHZ,Find IMDb url of movie script,Find the IMDb url of the given movie script,"movies, IMDb, IMSDb",$0.02,Sat Nov 30 15:54:43 PST 2019,2,BatchId:3853802;OriginalHitTemplateId:928390855;,3600,259200,Sat Dec 07 15:54:43 PST 2019,,,3NPI0JQDAPJ82OHLBDT2TE58CJQPTK,A6CGMZ30CITVW,Submitted,Sat Nov 30 16:43:13 PST 2019,Sat Nov 30 16:44:04 PST 2019,Tue Dec 03 16:44:04 PST 2019,,,,51,0% (0/0),0% (0/0),0% (0/0),1013,joker,http://www.imsdb.com/Movie%20Scripts/Joker%20Script.html,http://www.imsdb.com/scripts/Joker.html,https://www.imdb.com/title/tt7286456/,Joker,x,
141,334ZEL5JX6TMG4UBHB6V6P8BWMCSOE,399N3OLPKFJCTR9BWVBMLXMRH83UHZ,Find IMDb url of movie script,Find the IMDb url of the given movie script,"movies, IMDb, IMSDb",$0.02,Sat Nov 30 15:54:43 PST 2019,2,BatchId:3853802;OriginalHitTemplateId:928390855;,3600,259200,Sat Dec 07 15:54:43 PST 2019,,,3TY7ZAOG5GY6BONE0J0KDMH4LYNK02,A1G0QZXD1WODKP,Submitted,Sat Nov 30 16:41:46 PST 2019,Sat Nov 30 16:42:01 PST 2019,Tue Dec 03 16:42:01 PST 2019,,,,15,0% (0/0),0% (0/0),0% (0/0),1013,joker,http://www.imsdb.com/Movie%20Scripts/Joker%20Script.html,http://www.imsdb.com/scripts/Joker.html,https://www.imsdb.com/Movie%20Scripts/Joker%20Script.html,Joker Script,,We are sorry to inform you that your annotation was rejected because the IMDb url submitted did not link to an IMDb page.
142,335HHSX8CDJ6MYP6G8GGRHPAJXODHH,399N3OLPKFJCTR9BWVBMLXMRH83UHZ,Find IMDb url of movie script,Find the IMDb url of the given movie script,"movies, IMDb, IMSDb",$0.02,Sat Nov 30 15:54:45 PST 2019,2,BatchId:3853802;OriginalHitTemplateId:928390855;,3600,259200,Sat Dec 07 15:54:45 PST 2019,,,345LHZDEDY6GVCRNDKM5L7O9Q13U32,A3I67WKMTIFZFF,Submitted,Sat Nov 30 16:13:34 PST 2019,Sat Nov 30 16:14:17 PST 2019,Tue Dec 03 16:14:17 PST 2019,,,,43,0% (0/0),0% (0/0),0% (0/0),57,abyss_the,"http://www.imsdb.com/Movie%20Scripts/Abyss,%20The%20Script.html","http://www.imsdb.com/scripts/Abyss,-The.html","https://www.imsdb.com/scripts/Abyss,-The.html",Abyss,,We are sorry to inform you that your annotation was rejected because the IMDb url submitted did not link to an IMDb page.
143,335HHSX8CDJ6MYP6G8GGRHPAJXODHH,399N3OLPKFJCTR9BWVBMLXMRH83UHZ,Find IMDb url of movie script,Find the IMDb url of the given movie script,"movies, IMDb, IMSDb",$0.02,Sat Nov 30 15:54:45 PST 2019,2,BatchId:3853802;OriginalHitTemplateId:928390855;,3600,259200,Sat Dec 07 15:54:45 PST 2019,,,3OS46CRSLGDF5A351CU8OW2CEZEV6Y,A16QOW7P7PZPMZ,Submitted,Sat Nov 30 16:16:41 PST 2019,Sat Nov 30 16:16:58 PST 2019,Tue Dec 03 16:16:58 PST 2019,,,,17,0% (0/0),0% (0/0),0% (0/0),57,abyss_the,"http://www.imsdb.com/Movie%20Scripts/Abyss,%20The%20Script.html","http://www.imsdb.com/scripts/Abyss,-The.html",https://www.imdb.com/title/tt0096754/,Abyss,x,
144,335HHSX8CDJ6MYP6G8GGRHPAJXPHDM,399N3OLPKFJCTR9BWVBMLXMRH83UHZ,Find IMDb url of movie script,Find the IMDb url of the given movie script,"movies, IMDb, IMSDb",$0.02,Sat Nov 30 15:55:11 PST 2019,2,BatchId:3853802;OriginalHitTemplateId:928390855;,3600,259200,Sat Dec 07 15:55:11 PST 2019,,,3TVSS0C0E2EYMXEMNZ7XL8D45GSTWI,A3RSUO2VUMM8L4,Submitted,Sat Nov 30 16:37:57 PST 2019,Sat Nov 30 16:59:07 PST 2019,Tue Dec 03 16:59:07 PST 2019,,,,1270,0% (0/0),0% (0/0),0% (0/0),1438,producer_the,"http://www.imsdb.com/Movie%20Scripts/Producer,%20The%20Script.html","http://www.imsdb.com/scripts/Producer,-The.html","https://www.imsdb.com/scripts/Producer,-The.html",Producer,,We are sorry to inform you that your annotation was rejected because the IMDb url submitted did not link to an IMDb page.
145,335HHSX8CDJ6MYP6G8GGRHPAJXPHDM,399N3OLPKFJCTR9BWVBMLXMRH83UHZ,Find IMDb url of movie script,Find the IMDb url of the given movie script,"movies, IMDb, IMSDb",$0.02,Sat Nov 30 15:55:11 PST 2019,2,BatchId:3853802;OriginalHitTemplateId:928390855;,3600,259200,Sat Dec 07 15:55:11 PST 2019,,,3WYP994K185W94YA6NHSVV66WGJ6YL,A17LA7KM9S0SCS,Submitted,Sat Nov 30 16:46:51 PST 2019,Sat Nov 30 17:09:17 PST 2019,Tue Dec 03 17:09:17 PST 2019,,,,1346,0% (0/0),0% (0/0),0% (0/0),1438,producer_the,"http://www.imsdb.com/Movie%20Scripts/Producer,%20The%20Script.html","http://www.imsdb.com/scripts/Producer,-The.html","https://www.imsdb.com/Movie%20Scripts/Producer,%20The%20Script.html","Producer, The Script",,We are sorry to inform you that your annotation was rejected because the IMDb url submitted did not link to an IMDb page.
146,335VBRURDJEIZYLNER38KI970WI9EH,399N3OLPKFJCTR9BWVBMLXMRH83UHZ,Find IMDb url of movie script,Find the IMDb url of the given movie script,"movies, IMDb, IMSDb",$0.02,Sat Nov 30 15:55:08 PST 2019,2,BatchId:3853802;OriginalHitTemplateId:928390855;,3600,259200,Sat Dec 07 15:55:08 PST 2019,,,35L9RVQFCPWVPKYMS5B7P1PJ96NUHB,A27B3C18KT7RA,Submitted,Sat Nov 30 16:43:58 PST 2019,Sat Nov 30 17:01:25 PST 2019,Tue Dec 03 17:01:25 PST 2019,,,,1047,0% (0/0),0% (0/0),0% (0/0),393,cast_away,http://www.imsdb.com/Movie%20Scripts/Cast%20Away%20Script.html,http://www.imsdb.com/scripts/Cast-Away.html,https://www.google.com/search?q=cast+away+script&oq=Cast+Away+Script&aqs=chrome.0.0l5j69i60.3552j0j7&sourceid=chrome&ie=UTF-8,Cast Away Script,,We are sorry to inform you that your annotation was rejected because the IMDb url submitted did not link to an IMDb page.
147,335VBRURDJEIZYLNER38KI970WI9EH,399N3OLPKFJCTR9BWVBMLXMRH83UHZ,Find IMDb url of movie script,Find the IMDb url of the given movie script,"movies, IMDb, IMSDb",$0.02,Sat Nov 30 15:55:08 PST 2019,2,BatchId:3853802;OriginalHitTemplateId:928390855;,3600,259200,Sat Dec 07 15:55:08 PST 2019,,,39LNWE0K4VAVLF96YNTSPDQY9J1UI3,AHPV6ZABP6W1I,Submitted,Sat Nov 30 16:32:04 PST 2019,Sat Nov 30 16:33:34 PST 2019,Tue Dec 03 16:33:34 PST 2019,,,,90,0% (0/0),0% (0/0),0% (0/0),393,cast_away,http://www.imsdb.com/Movie%20Scripts/Cast%20Away%20Script.html,http://www.imsdb.com/scripts/Cast-Away.html,https://www.imdb.com/title/tt0162222/?ref_=fn_al_tt_1,Cast Away,x,
148,336OE47KI2YAD5KH2S2AY654YS5VWY,399N3OLPKFJCTR9BWVBMLXMRH83UHZ,Find IMDb url of movie script,Find the IMDb url of the given movie script,"movies, IMDb, IMSDb",$0.02,Sat Nov 30 15:54:46 PST 2019,2,BatchId:3853802;OriginalHitTemplateId:928390855;,3600,259200,Sat Dec 07 15:54:46 PST 2019,,,3OXV7EAXLF4VT11MH2O251ATNFL369,A2ECRNQ3X5LEXD,Submitted,Sat Nov 30 16:05:48 PST 2019,Sat Nov 30 16:06:04 PST 2019,Tue Dec 03 16:06:04 PST 2019,,,,16,0% (0/0),0% (0/0),0% (0/0),570,drag_me_to_hell,http://www.imsdb.com/Movie%20Scripts/Drag%20Me%20to%20Hell%20Script.html,http://www.imsdb.com/scripts/Drag-Me-to-Hell.html,https://www.imdb.com/title/tt1127180/,drag me to  hell,x,
149,336OE47KI2YAD5KH2S2AY654YS5VWY,399N3OLPKFJCTR9BWVBMLXMRH83UHZ,Find IMDb url of movie script,Find the IMDb url of the given movie script,"movies, IMDb, IMSDb",$0.02,Sat Nov 30 15:54:46 PST 2019,2,BatchId:3853802;OriginalHitTemplateId:928390855;,3600,259200,Sat Dec 07 15:54:46 PST 2019,,,3WJ1OXY92BUIH0JVJW0ACNKQZK2A8X,A17LA7KM9S0SCS,Submitted,Sat Nov 30 15:59:25 PST 2019,Sat Nov 30 16:11:49 PST 2019,Tue Dec 03 16:11:49 PST 2019,,,,744,0% (0/0),0% (0/0),0% (0/0),570,drag_me_to_hell,http://www.imsdb.com/Movie%20Scripts/Drag%20Me%20to%20Hell%20Script.html,http://www.imsdb.com/scripts/Drag-Me-to-Hell.html,https://www.imsdb.com/Movie%20Scripts/Drag%20Me%20to%20Hell%20Script.html,Drag Me to Hell Script,,We are sorry to inform you that your annotation was rejected because the IMDb url submitted did not link to an IMDb page.
150,336OE47KI2YAD5KH2S2AY654YS5WVZ,399N3OLPKFJCTR9BWVBMLXMRH83UHZ,Find IMDb url of movie script,Find the IMDb url of the given movie script,"movies, IMDb, IMSDb",$0.02,Sat Nov 30 15:55:00 PST 2019,2,BatchId:3853802;OriginalHitTemplateId:928390855;,3600,259200,Sat Dec 07 15:55:00 PST 2019,,,3PJUZCGDJ7U4CH9QRQMAGS96T2M89I,A1TBFJY338IJR2,Submitted,Sat Nov 30 16:22:32 PST 2019,Sat Nov 30 16:23:06 PST 2019,Tue Dec 03 16:23:06 PST 2019,,,,34,0% (0/0),0% (0/0),0% (0/0),1272,mr_deeds_goes_to_town,http://www.imsdb.com/Movie%20Scripts/Mr%20Deeds%20Goes%20to%20Town%20Script.html,http://www.imsdb.com/scripts/Mr-Deeds-Goes-to-Town.html,https://www.imdb.com/title/tt0027996/?ref_=nv_sr_srsg_0,Mr Deeds Goes to Town,x,
151,336OE47KI2YAD5KH2S2AY654YS5WVZ,399N3OLPKFJCTR9BWVBMLXMRH83UHZ,Find IMDb url of movie script,Find the IMDb url of the given movie script,"movies, IMDb, IMSDb",$0.02,Sat Nov 30 15:55:00 PST 2019,2,BatchId:3853802;OriginalHitTemplateId:928390855;,3600,259200,Sat Dec 07 15:55:00 PST 2019,,,3PQMUDRV7SKQCOE6464E6A2NFODIII,A2ECRNQ3X5LEXD,Submitted,Sat Nov 30 16:15:49 PST 2019,Sat Nov 30 16:16:29 PST 2019,Tue Dec 03 16:16:29 PST 2019,,,,40,0% (0/0),0% (0/0),0% (0/0),1272,mr_deeds_goes_to_town,http://www.imsdb.com/Movie%20Scripts/Mr%20Deeds%20Goes%20to%20Town%20Script.html,http://www.imsdb.com/scripts/Mr-Deeds-Goes-to-Town.html,https://www.imdb.com/title/tt0027996/,Mr.  Deeds Goes to Town,x,
152,337F8MIIMZRIB20HPP82ILWNK3U40U,399N3OLPKFJCTR9BWVBMLXMRH83UHZ,Find IMDb url of movie script,Find the IMDb url of the given movie script,"movies, IMDb, IMSDb",$0.02,Sat Nov 30 15:55:06 PST 2019,2,BatchId:3853802;OriginalHitTemplateId:928390855;,3600,259200,Sat Dec 07 15:55:06 PST 2019,,,337RC3OW06GXOV6COG0ADFK94U4VL7,A681XM15AN28F,Submitted,Sat Nov 30 16:37:33 PST 2019,Sat Nov 30 16:37:58 PST 2019,Tue Dec 03 16:37:58 PST 2019,,,,25,100% (53/53),0% (0/0),0% (0/0),364,broken_embraces,http://www.imsdb.com/Movie%20Scripts/Broken%20Embraces%20Script.html,http://www.imsdb.com/scripts/Broken-Embraces.html,https://www.imdb.com/find?q=Broken+Embraces+Script&ref_=nv_sr_sm,Broken Embraces,,We are sorry to inform you that your annotation was rejected because the IMDb url submitted did not link to an IMDb page.
